Branch_ID,Dealer_ID,Model_ID,Revenue,Units_Sold,Date_ID,Day,Month,Year,BranchName,DealerName,Product_Name, model_category,Revenye_per_unit
BR0653,DLR0026,Mer-M6,18850056,3,DT00305,14,7,2017,Freightliner Motors,"Austin, Rover Motors",Mercedes-Benz,Mer,6283352.0
BR0654,DLR0006,Jee-M253,1324649,1,DT00306,18,3,2017,Freightliner Motors,Alvis Motors,Jeep,Jee,1324649.0
BR0655,DLR0253,For-M223,12704400,3,DT00307,20,11,2017,Freightliner Motors,Alvis Motors,Ford,For,4234800.0
BR0657,DLR0213,Hyu-M163,27226500,3,DT00307,28,10,2017,Freightliner Motors,DKW Motors,Hyundai,Hyu,9075500.0
BR0658,DLR0193,Toy-M133,6890318,1,DT00308,2,7,2017,Freightliner Motors,Tazzari Motors,Toyota,Toy,6890318.0
BR0660,DLR0153,Hyu-M73,8944803,1,DT00308,8,11,2017,Freightliner Motors,Peugeot Motors,Hyundai,Hyu,8944803.0
BR0661,DLR0067,Hon-M67,11657025,3,DT00310,8,3,2017,FSO Motors,FSO Motors,Honda,Hon,3885675.0
BR0662,DLR0047,Cad-M37,6187158,2,DT00311,10,11,2017,FSO Motors,DeSoto Motors,Cadillac,Cad,3093579.0
BR0663,DLR0027,Mer-M7,25637433,3,DT00312,15,7,2017,FSO Motors,Bugatti Motors,Mercedes-Benz,Mer,8545811.0
BR0665,DLR0254,For-M224,5279922,2,DT00312,21,11,2017,FSO Motors,"AMC, Eagle Motors",Ford,For,2639961.0
BR0666,DLR0179,Mar-M139,16170344,2,DT00314,31,5,2017,Asia Motors Motors,Simca Motors,Maruti Suzuki,Mar,8085172.0
BR0667,DLR0214,Hyu-M164,12290682,2,DT00314,29,10,2017,FSO Motors,Horch Motors,Hyundai,Hyu,6145341.0
BR0668,DLR0194,Toy-M134,27673701,3,DT00315,3,7,2017,FSO Motors,Tesla Motors,Toyota,Toy,9224567.0
BR0669,DLR0174,Toy-M104,618530,1,DT00315,7,3,2017,FSO Motors,Santana Motors,Toyota,Toy,618530.0
BR0672,DLR0048,Cad-M38,11003206,2,DT00316,11,11,2017,GAZ Motors,De Tomaso Motors,Cadillac,Cad,5501603.0
BR0673,DLR0028,Mer-M8,9182152,2,DT00316,16,7,2017,GAZ Motors,Buick Motors,Mercedes-Benz,Mer,4591076.0
BR0675,DLR0255,For-M225,15724106,2,DT00317,22,11,2017,GAZ Motors,Anadol Motors,Ford,For,7862053.0
BR0678,DLR0195,Vol-M135,16596822,3,DT00317,4,7,2017,GAZ Motors,Tornado Motors,Volkswagen,Vol,5532274.0
BR0680,DLR0155,Hyu-M75,8878331,1,DT00318,10,11,2017,GAZ Motors,Piaggio Motors,Hyundai,Hyu,8878331.0
BR0681,DLR0069,Hon-M69,29778390,3,DT00318,10,3,2017,Geo Motors,Geo Motors,Honda,Hon,9926130.0
BR0682,DLR0049,Cad-M39,7163682,2,DT00319,12,11,2017,Geo Motors,Dodge Motors,Cadillac,Cad,3581841.0
BR0685,DLR0256,For-M226,10711844,2,DT00319,23,11,2017,Geo Motors,Ariel Motors,Ford,For,5355922.0
BR0687,DLR0216,Mah-M166,3111980,2,DT00320,31,10,2017,Geo Motors,Maybach  Motors,Mahindra,Mah,1555990.0
BR0688,DLR0196,Vol-M136,6279243,1,DT00321,5,7,2017,Geo Motors,Toyota Motors,Volkswagen,Vol,6279243.0
BR0690,DLR0156,Kia-M76,4674918,3,DT00321,11,11,2017,Geo Motors,Plymouth Motors,Kia,Kia,1558306.0
BR0691,DLR0070,Hon-M70,27882654,3,DT00322,11,3,2017,Gilbern Motors,Gilbern Motors,Honda,Hon,9294218.0
BR0692,DLR0050,Che-M40,7967632,1,DT00322,13,11,2017,Gilbern Motors,Donkervoort Motors,Chevrolet,Che,7967632.0
BR0693,DLR0030,Jee-M10,10049668,2,DT00323,18,7,2017,Gilbern Motors,Cadillac Motors,Jeep,Jee,5024834.0
BR0694,DLR0010,Vol-M257,4841665,1,DT00323,22,3,2017,Gilbern Motors,ARO Motors,Volkswagen,Vol,4841665.0
BR0695,DLR0257,Aud-M227,27211653,3,DT00324,24,11,2017,Gilbern Motors,ARO Motors,Audi,Aud,9070551.0
BR0697,DLR0217,Mah-M167,14231444,2,DT00325,1,11,2017,Gilbern Motors,Izh  Motors,Mahindra,Mah,7115722.0
BR0698,DLR0197,Mar-M137,9190134,3,DT00326,6,7,2017,Gilbern Motors,Toyota India Motors,Maruti Suzuki,Mar,3063378.0
BR0699,DLR0177,Toy-M107,23819997,3,DT00327,10,3,2017,Gilbern Motors,Seat Motors,Toyota,Toy,7939999.0
BR0700,DLR0157,Kia-M77,14457039,3,DT00327,12,11,2017,Gilbern Motors,Polestar Motors,Kia,Kia,4819013.0
BR0701,DLR0071,Hon-M71,19496403,3,DT00328,12,3,2017,Ginetta Motors,Ginetta Motors,Honda,Hon,6498801.0
BR0702,DLR0051,Che-M41,1189125,1,DT00328,14,11,2017,Ginetta Motors,Edsel Motors,Chevrolet,Che,1189125.0
BR0703,DLR0031,Jee-M11,3831888,3,DT00329,19,7,2017,Ginetta Motors,Caterham Motors,Jeep,Jee,1277296.0
BR0704,DLR0011,Vol-M258,7064261,1,DT00330,23,3,2017,Ginetta Motors,Artega Motors,Volkswagen,Vol,7064261.0
BR0707,DLR0218,Mah-M168,6895348,1,DT00330,2,11,2017,Ginetta Motors,Lagonda  Motors,Mahindra,Mah,6895348.0
BR0708,DLR0198,Mar-M138,1524042,1,DT00331,7,7,2017,Ginetta Motors,Turner Motors,Maruti Suzuki,Mar,1524042.0
BR0709,DLR0178,Vol-M108,20266479,3,DT00332,11,3,2017,Ginetta Motors,Shelby SuperCars Motors,Volkswagen,Vol,6755493.0
BR0710,DLR0158,Kia-M78,23016840,3,DT00332,13,11,2017,Ginetta Motors,"Pontiac, Asüna Motors",Kia,Kia,7672280.0
BR0711,DLR0072,Hyu-M72,3099601,1,DT00333,13,3,2017,Glas Motors,Glas Motors,Hyundai,Hyu,3099601.0
BR0712,DLR0052,Che-M42,9043640,2,DT00334,15,11,2017,Glas Motors,e.GO Mobile Motors,Chevrolet,Che,4521820.0
BR0713,DLR0032,Jee-M12,12837476,2,DT00335,20,7,2017,Glas Motors,Checker Motors,Jeep,Jee,6418738.0
BR0714,DLR0012,Vol-M259,14467488,3,DT00335,24,3,2017,Glas Motors,Asia Motors Motors,Volkswagen,Vol,4822496.0
BR0715,DLR0259,Aud-M229,2362077,3,DT00337,26,11,2017,Glas Motors,Asia Motors Motors,Audi,Aud,787359.0
BR0717,DLR0219,Mah-M169,2346754,1,DT00337,3,11,2017,Glas Motors,MG  Motors,Mahindra,Mah,2346754.0
BR0718,DLR0199,Mar-M139,6408126,1,DT00338,8,7,2017,Glas Motors,TVR Motors,Maruti Suzuki,Mar,6408126.0
BR0719,DLR0179,Vol-M109,5850798,2,DT00338,12,3,2017,Glas Motors,Simca Motors,Volkswagen,Vol,2925399.0
BR0720,DLR0159,Inf-M79,20093703,3,DT00339,14,11,2017,Glas Motors,Porsche Motors,Infiniti,Inf,6697901.0
BR0721,DLR0073,Hyu-M73,10618472,2,DT00339,14,3,2017,GMC Motors,GMC Motors,Hyundai,Hyu,5309236.0
BR0722,DLR0053,Che-M43,10532440,2,DT00340,16,11,2017,GMC Motors,Eicher Polaris Motors,Chevrolet,Che,5266220.0
BR0723,DLR0033,Jee-M13,27274158,3,DT00340,21,7,2017,GMC Motors,Chevrolet Motors,Jeep,Jee,9091386.0
BR0724,DLR0013,Vol-M260,1506321,3,DT00342,25,3,2017,GMC Motors,Aston Martin Motors,Volkswagen,Vol,502107.0
BR0726,DLR0180,Mar-M140,13271070,2,DT00342,1,1,2017,Aston Martin Motors,Simca do Brasil Motors,Maruti Suzuki,Mar,6635535.0
BR0727,DLR0220,Mah-M170,17938848,3,DT00343,4,11,2017,GMC Motors,Morris  Motors,Mahindra,Mah,5979616.0
BR0728,DLR0200,Mar-M140,3565182,1,DT00344,9,7,2017,GMC Motors,UAZ Motors,Maruti Suzuki,Mar,3565182.0
BR0730,DLR0160,Nis-M80,7509447,1,DT00345,15,11,2017,GMC Motors,Premier Motors,Nissan,Nis,7509447.0
BR0731,DLR0074,Hyu-M74,9618594,1,DT00346,15,3,2017,GTA Spano Motors,GTA Spano Motors,Hyundai,Hyu,9618594.0
BR0732,DLR0054,Che-M44,9411372,1,DT00347,17,11,2017,GTA Spano Motors,Elva Motors,Chevrolet,Che,9411372.0
BR0734,DLR0014,Nis-M261,5676322,1,DT00348,26,3,2017,GTA Spano Motors,Audi Motors,Nissan,Nis,5676322.0
BR0735,DLR0261,Aud-M231,19790116,2,DT00349,28,11,2017,GTA Spano Motors,Audi Motors,Audi,Aud,9895058.0
BR0738,DLR0201,Mar-M141,9963706,2,DT00349,10,7,2017,GTA Spano Motors,Vauxhall Motors,Maruti Suzuki,Mar,4981853.0
BR0739,DLR0181,Agr-M111,17216700,2,DT00350,14,3,2017,GTA Spano Motors,Singer Motors,Agrale,Agr,8608350.0
BR0741,DLR0075,Hyu-M75,28655037,3,DT00351,16,3,2017,Gumpert Motors,Gumpert Motors,Hyundai,Hyu,9551679.0
BR0742,DLR0055,Che-M45,26605503,3,DT00351,18,11,2017,Gumpert Motors,Facel Vega Motors,Chevrolet,Che,8868501.0
BR0744,DLR0015,Nis-M262,2263432,1,DT00352,27,3,2017,Gumpert Motors,Autobianchi Motors,Nissan,Nis,2263432.0
BR0745,DLR0262,Aud-M232,16567818,3,DT00353,29,11,2017,Gumpert Motors,Autobianchi Motors,Audi,Aud,5522606.0
BR0747,DLR0222,Mah-M172,5314854,3,DT00353,6,11,2017,Gumpert Motors,Riley  Motors,Mahindra,Mah,1771618.0
BR0748,DLR0202,Mar-M142,4209675,1,DT00355,11,7,2017,Gumpert Motors,Venturi Motors,Maruti Suzuki,Mar,4209675.0
BR0751,DLR0076,Kia-M76,5033528,1,DT00356,17,3,2017,Healey Motors,Healey Motors,Kia,Kia,5033528.0
BR0752,DLR0056,Che-M46,17357436,2,DT00357,19,11,2017,Healey Motors,Ferrari Motors,Chevrolet,Che,8678718.0
BR0753,DLR0036,For-M16,12476619,3,DT00357,24,7,2017,Healey Motors,Chrysler Europe Motors,Ford,For,4158873.0
BR0755,DLR0263,Aud-M233,3450990,3,DT00358,30,11,2017,Healey Motors,Auto-Union Motors,Audi,Aud,1150330.0
BR0757,DLR0223,Mah-M173,1437634,1,DT00358,7,11,2017,Healey Motors,Wolseley  Motors,Mahindra,Mah,1437634.0
BR0759,DLR0183,Agr-M113,13809580,2,DT00359,16,3,2017,Healey Motors,Smart Motors,Agrale,Agr,6904790.0
BR0760,DLR0163,Nis-M83,2977984,1,DT00360,18,11,2017,Healey Motors,Ranger Motors,Nissan,Nis,2977984.0
BR0762,DLR0057,Che-M47,13805534,2,DT00362,20,11,2017,Heinkel Motors,Fiat Motors,Chevrolet,Che,6902767.0
BR0764,DLR0017,Nis-M264,3681751,1,DT00363,29,3,2017,Heinkel Motors,Auverland Motors,Nissan,Nis,3681751.0
BR0765,DLR0264,Aud-M234,9543745,1,DT00363,1,12,2017,Heinkel Motors,Auverland Motors,Audi,Aud,9543745.0
BR0767,DLR0224,Mah-M174,4358908,2,DT00364,8,11,2017,Heinkel Motors,Standard  Motors,Mahindra,Mah,2179454.0
BR0768,DLR0204,Mar-M144,6336897,3,DT00364,13,7,2017,Heinkel Motors,Volkswagen do Brasil Motors,Maruti Suzuki,Mar,2112299.0
BR0769,DLR0184,Che-M114,1234241,1,DT00365,17,3,2017,Heinkel Motors,Spyker Motors,Chevrolet,Che,1234241.0
BR0770,DLR0164,Nis-M84,13110796,2,DT00366,19,11,2017,Heinkel Motors,Reliant Motors,Nissan,Nis,6555398.0
BR0771,DLR0078,Kia-M78,9175180,1,DT00366,19,3,2017,Hennessey Motors,Hennessey Motors,Kia,Kia,9175180.0
BR0773,DLR0038,For-M18,6922460,1,DT00367,26,7,2017,Hennessey Motors,Cizeta-Moroder Motors,Ford,For,6922460.0
BR0774,DLR0018,Nis-M265,8758656,3,DT00367,30,3,2018,Hennessey Motors,Bentley Motors,Nissan,Nis,2919552.0
BR0775,DLR0265,Aud-M235,11320484,2,DT00368,2,12,2018,Hennessey Motors,Bentley Motors,Audi,Aud,5660242.0
BR0778,DLR0205,Mar-M145,6772522,1,DT00369,14,7,2018,Hennessey Motors,Volkswagen South Africa Motors,Maruti Suzuki,Mar,6772522.0
BR0781,DLR0079,Inf-M79,2505504,1,DT00370,20,3,2018,Hillman Motors,Hillman Motors,Infiniti,Inf,2505504.0
BR0783,DLR0039,For-M19,22497648,3,DT00370,27,7,2018,Hillman Motors,Dacia Motors,Ford,For,7499216.0
BR0784,DLR0019,Nis-M266,4239958,1,DT00371,31,3,2018,Hillman Motors,Bitter Motors,Nissan,Nis,4239958.0
BR0785,DLR0266,Aud-M236,8874869,1,DT00373,3,12,2018,Hillman Motors,Bitter Motors,Audi,Aud,8874869.0
BR0786,DLR0181,Mar-M141,8540194,1,DT00373,2,1,2018,Audi Motors,Singer Motors,Maruti Suzuki,Mar,8540194.0
BR0787,DLR0226,Mah-M176,2805178,1,DT00374,10,11,2018,Hillman Motors,Das Motors,Mahindra,Mah,2805178.0
BR0789,DLR0186,Cit-M116,12179226,2,DT00375,19,3,2018,Hillman Motors,Standard-Triumph Motors,Citroën,Cit,6089613.0
BR0790,DLR0166,Nis-M86,16171738,2,DT00376,21,11,2018,Hillman Motors,Rivian Motors,Nissan,Nis,8085869.0
BR0791,DLR0080,Nis-M80,1831088,2,DT00377,21,3,2018,Hindustan Motors,Hindustan Motors,Nissan,Nis,915544.0
BR0792,DLR0060,Che-M50,13934294,2,DT00377,23,11,2018,Hindustan Motors,"Fisker, Karma Motors",Chevrolet,Che,6967147.0
BR0793,DLR0040,For-M20,8780384,1,DT00378,28,7,2018,Hindustan Motors,"Daewoo, Saehan, Chevrolet Korea Motors",Ford,For,8780384.0
BR0794,DLR0020,Nis-M267,9009420,1,DT00380,1,4,2018,Hindustan Motors,BMW Motors,Nissan,Nis,9009420.0
BR0797,DLR0227,Mah-M177,8396297,1,DT00380,11,11,2018,Hindustan Motors,Ramani Motors,Mahindra,Mah,8396297.0
BR0798,DLR0207,Mar-M147,230774,2,DT00381,16,7,2018,Hindustan Motors,Westfield Motors,Maruti Suzuki,Mar,115387.0
BR0801,DLR0081,Nis-M81,7650808,2,DT00381,22,3,2018,Holden Motors,Holden Motors,Nissan,Nis,3825404.0
BR0802,DLR0061,Che-M51,882130,1,DT00382,24,11,2018,Holden Motors,Ford America Motors,Chevrolet,Che,882130.0
BR0803,DLR0041,For-M21,11161014,2,DT00383,29,7,2018,Holden Motors,DAF Motors,Ford,For,5580507.0
BR0804,DLR0021,Nis-M268,27884529,3,DT00383,2,4,2018,Holden Motors,Bond Motors,Nissan,Nis,9294843.0
BR0805,DLR0001,Aud-M238,1445892,3,DT00384,5,12,2018,Holden Motors,AC Cars Motors,Audi,Aud,481964.0
BR0807,DLR0228,Mah-M178,5712936,2,DT00385,12,11,2018,Holden Motors,Deccan Motors,Mahindra,Mah,2856468.0
BR0810,DLR0168,Nis-M88,15252826,2,DT00386,23,11,2018,Holden Motors,Saab Motors,Nissan,Nis,7626413.0
BR0811,DLR0082,Nis-M82,6545996,1,DT00386,23,3,2018,Honda Motors,Honda Motors,Nissan,Nis,6545996.0
BR0812,DLR0062,GMC-M52,1046322,2,DT00387,25,11,2018,Honda Motors,Ford Australia Motors,GMC,GMC,523161.0
BR0814,DLR0022,Nis-M269,27655845,3,DT00388,3,4,2018,Honda Motors,Borgward (including Goliath and Lloyd) Motors,Nissan,Nis,9218615.0
BR0815,DLR0002,Aud-M239,2567426,1,DT00388,6,12,2018,Honda Motors,Acura Motors,Audi,Aud,2567426.0
BR0817,DLR0229,Tat-M179,8465900,1,DT00389,13,11,2018,Honda Motors,Herald Motors,Tata,Tat,8465900.0
BR0818,DLR0209,Mar-M149,22987824,3,DT00390,18,7,2018,Honda Motors,Zastava Motors,Maruti Suzuki,Mar,7662608.0
BR0819,DLR0189,For-M119,24029529,3,DT00391,22,3,2018,Honda Motors,Sunbeam Motors,Ford,For,8009843.0
BR0822,DLR0063,GMC-M53,13584572,2,DT00392,26,11,2018,Honda India Motors,Ford do Brasil Motors,GMC,GMC,6792286.0
BR0823,DLR0043,For-M23,4026720,3,DT00392,31,7,2018,Honda India Motors,Daimler Motors,Ford,For,1342240.0
BR0824,DLR0023,Nis-M270,19756170,3,DT00393,4,4,2018,Honda India Motors,Bristol Motors,Nissan,Nis,6585390.0
BR0827,DLR0230,Tat-M180,3946992,2,DT00393,14,11,2018,Honda India Motors,Zion Automobils,Tata,Tat,1973496.0
BR0828,DLR0210,Mar-M150,14358195,3,DT00395,19,7,2018,Honda India Motors,ZAZ Motors,Maruti Suzuki,Mar,4786065.0
BR0829,DLR0190,Hon-M120,16041212,2,DT00396,23,3,2018,Honda India Motors,Suzuki Motors,Honda,Hon,8020606.0
BR0832,DLR0064,GMC-M54,4408905,3,DT00397,27,11,2018,Hudson Motors,Ford Europe Motors,GMC,GMC,1469635.0
BR0833,DLR0044,For-M24,12617286,2,DT00397,1,8,2018,Hudson Motors,,Ford,For,6308643.0
BR0834,DLR0024,Sko-M271,14183745,3,DT00398,5,4,2018,Hudson Motors,British Leyland Motors,Skoda,Sko,4727915.0
BR0837,DLR0231,Tat-M181,9116480,1,DT00399,15,11,2018,Hudson Motors,Atlantic Motor Company,Tata,Tat,9116480.0
BR0838,DLR0211,Mar-M151,4394077,1,DT00399,20,7,2018,Hudson Motors,ZIL Motors,Maruti Suzuki,Mar,4394077.0
BR0839,DLR0191,Mer-M121,4320316,1,DT00400,24,3,2018,Hudson Motors,Tata Motors,Mercedes-Benz,Mer,4320316.0
BR0840,DLR0171,Riv-M91,13903245,3,DT00400,26,11,2018,Hudson Motors,Samsung Motors,Rivian,Riv,4634415.0
BR0841,DLR0085,Nis-M85,7548524,1,DT00401,26,3,2018,Humber Motors,Humber Motors,Nissan,Nis,7548524.0
BR0842,DLR0065,GMC-M55,2543978,2,DT00402,28,11,2018,Humber Motors,Ford India Motors,GMC,GMC,1271989.0
BR0843,DLR0045,For-M25,7111300,1,DT00402,2,8,2018,Humber Motors,Delahaye Motors,Ford,For,7111300.0
BR0844,DLR0025,Sko-M272,12823790,2,DT00403,6,4,2018,Humber Motors,Austin-Healey Motors,Skoda,Sko,6411895.0
BR0845,DLR0005,BMW-M242,8320334,1,DT00403,9,12,2018,Humber Motors,Alpine Motors,BMW,BMW,8320334.0
BR0846,DLR0182,Mar-M142,2183688,1,DT00404,3,1,2018,Autobianchi Motors,Skoda Motors,Maruti Suzuki,Mar,2183688.0
BR0849,DLR0192,Mer-M122,4298133,3,DT00404,25,3,2018,Humber Motors,Tatra Motors,Mercedes-Benz,Mer,1432711.0
BR0851,DLR0086,Nis-M86,24649203,3,DT00405,27,3,2018,Hummer Motors,Hummer Motors,Nissan,Nis,8216401.0
BR0852,DLR0066,GMC-M56,17594286,2,DT00406,29,11,2018,Hummer Motors,Freightliner Motors,GMC,GMC,8797143.0
BR0854,DLR0026,Sko-M273,2542283,1,DT00407,7,4,2018,Hummer Motors,"Austin, Rover Motors",Skoda,Sko,2542283.0
BR0857,DLR0233,Tat-M183,8238927,1,DT00407,17,11,2018,Hummer Motors,Blankinship Motor Company Building,Tata,Tat,8238927.0
BR0858,DLR0213,Hyu-M153,11212185,3,DT00408,22,7,2018,Hummer Motors,DKW Motors,Hyundai,Hyu,3737395.0
BR0859,DLR0193,Mer-M123,4194435,1,DT00408,26,3,2018,Hummer Motors,Tazzari Motors,Mercedes-Benz,Mer,4194435.0
BR0860,DLR0173,Sub-M93,11897544,3,DT00409,28,11,2018,Hummer Motors,Santa Matilde Motors,Subaru,Sub,3965848.0
BR0861,DLR0087,Nis-M87,17799570,3,DT00409,28,3,2018,Hyundai Motors,Hyundai Motors,Nissan,Nis,5933190.0
BR0863,DLR0047,Lin-M27,2754114,2,DT00410,4,8,2018,Hyundai Motors,DeSoto Motors,Lincoln,Lin,1377057.0
BR0865,DLR0007,BMW-M244,7014300,3,DT00411,11,12,2018,Hyundai Motors,"AMC, Eagle Motors",BMW,BMW,2338100.0
BR0867,DLR0234,Tat-M184,255660,1,DT00411,18,11,2018,Hyundai Motors,Bohn Motor Company Automobile Dealership,Tata,Tat,255660.0
BR0868,DLR0214,Hyu-M154,5808485,1,DT00412,23,7,2018,Hyundai Motors,Horch Motors,Hyundai,Hyu,5808485.0
BR0870,DLR0174,Sub-M94,20785545,3,DT00413,29,11,2018,Hyundai Motors,Santana Motors,Subaru,Sub,6928515.0
BR0871,DLR0088,Nis-M88,6450024,2,DT00413,29,3,2018,"IFA (including Trabant, Wartburg, Barkas) Motors","IFA (including Trabant, Wartburg, Barkas) Motors",Nissan,Nis,3225012.0
BR0872,DLR0068,GMC-M58,1131322,2,DT00414,1,12,2018,"IFA (including Trabant, Wartburg, Barkas) Motors",GAZ Motors,GMC,GMC,565661.0
BR0873,DLR0048,Lin-M28,7003291,1,DT00415,5,8,2018,"IFA (including Trabant, Wartburg, Barkas) Motors",De Tomaso Motors,Lincoln,Lin,7003291.0
BR0877,DLR0235,Tat-M185,24145992,3,DT00415,19,11,2018,"IFA (including Trabant, Wartburg, Barkas) Motors",Buick Automobile Company Building,Tata,Tat,8048664.0
BR0878,DLR0215,Hyu-M155,9184004,2,DT00416,24,7,2018,"IFA (including Trabant, Wartburg, Barkas) Motors",Wanderer Motors,Hyundai,Hyu,4592002.0
BR0879,DLR0195,Peu-M125,6156402,1,DT00416,28,3,2018,"IFA (including Trabant, Wartburg, Barkas) Motors",Tornado Motors,Peugeot,Peu,6156402.0
BR0880,DLR0175,Sub-M95,9244306,2,DT00417,30,11,2018,"IFA (including Trabant, Wartburg, Barkas) Motors",Saturn Motors,Subaru,Sub,4622153.0
BR0881,DLR0089,Nis-M89,3425558,1,DT00418,30,3,2018,Infiniti Motors,Infiniti Motors,Nissan,Nis,3425558.0
BR0883,DLR0049,Lin-M29,8367989,1,DT00418,6,8,2018,Infiniti Motors,Dodge Motors,Lincoln,Lin,8367989.0
BR0884,DLR0029,Mit-M276,1712630,2,DT00419,10,4,2018,Infiniti Motors,Bytom Motors,Mitsubishi,Mit,856315.0
BR0888,DLR0216,Hyu-M156,13917510,2,DT00419,25,7,2018,Infiniti Motors,Maybach  Motors,Hyundai,Hyu,6958755.0
BR0889,DLR0196,Peu-M126,12845820,2,DT00420,29,3,2018,Infiniti Motors,Toyota Motors,Peugeot,Peu,6422910.0
BR0890,DLR0176,Tes-M96,4488940,1,DT00420,1,12,2018,Infiniti Motors,Scion Motors,Tesla,Tes,4488940.0
BR0891,DLR0090,Riv-M90,7979531,1,DT00422,31,3,2018,Innocenti Motors,,Rivian,Riv,7979531.0
BR0892,DLR0070,Acu-M60,1993691,1,DT00422,3,12,2018,Innocenti Motors,Gilbern Motors,Acura,Acu,1993691.0
BR0893,DLR0050,Lin-M30,2027904,1,DT00423,7,8,2018,Innocenti Motors,Donkervoort Motors,Lincoln,Lin,2027904.0
BR0894,DLR0030,Mit-M277,10085318,2,DT00423,11,4,2018,Innocenti Motors,Cadillac Motors,Mitsubishi,Mit,5042659.0
BR0895,DLR0010,BMW-M247,5666828,1,DT00424,14,12,2018,Innocenti Motors,ARO Motors,BMW,BMW,5666828.0
BR0897,DLR0237,Tat-M187,7940970,2,DT00424,21,11,2018,Innocenti Motors,Casa de cadillac,Tata,Tat,3970485.0
BR0898,DLR0217,Hyu-M157,19615128,3,DT00425,26,7,2018,Innocenti Motors,Izh  Motors,Hyundai,Hyu,6538376.0
BR0899,DLR0197,Ren-M127,8037818,2,DT00426,30,3,2018,Innocenti Motors,Toyota India Motors,Renault,Ren,4018909.0
BR0900,DLR0177,Tes-M97,3283236,3,DT00427,2,12,2018,Innocenti Motors,Seat Motors,Tesla,Tes,1094412.0
BR0901,DLR0091,Riv-M91,4713975,1,DT00427,1,4,2018,Invicta Motors,Invicta Motors,Rivian,Riv,4713975.0
BR0902,DLR0071,Acu-M61,23481786,3,DT00428,4,12,2018,Invicta Motors,Ginetta Motors,Acura,Acu,7827262.0
BR0904,DLR0031,BMW-M1,1618930,2,DT00429,12,4,2018,Invicta Motors,Caterham Motors,BMW,BMW,809465.0
BR0905,DLR0011,BMW-M248,2626165,1,DT00429,15,12,2018,Invicta Motors,Artega Motors,BMW,BMW,2626165.0
BR0906,DLR0183,Mar-M143,24336876,3,DT00430,4,1,2018,Auto-Union Motors,Smart Motors,Maruti Suzuki,Mar,8112292.0
BR0907,DLR0238,Tat-M188,4438278,2,DT00430,22,11,2018,Invicta Motors,Cass Motor Sales,Tata,Tat,2219139.0
BR0908,DLR0218,Hyu-M158,12742176,3,DT00431,27,7,2018,Invicta Motors,Lagonda  Motors,Hyundai,Hyu,4247392.0
BR0909,DLR0198,Ren-M128,12977602,2,DT00431,31,3,2018,Invicta Motors,Turner Motors,Renault,Ren,6488801.0
BR0910,DLR0178,Tes-M98,2276966,2,DT00432,3,12,2018,Invicta Motors,Shelby SuperCars Motors,Tesla,Tes,1138483.0
BR0911,DLR0092,Sub-M92,5758576,1,DT00432,2,4,2018,Isdera Motors,Isdera Motors,Subaru,Sub,5758576.0
BR0912,DLR0072,Acu-M62,3951923,1,DT00433,5,12,2018,Isdera Motors,Glas Motors,Acura,Acu,3951923.0
BR0913,DLR0052,Cad-M32,1106634,1,DT00433,9,8,2018,Isdera Motors,e.GO Mobile Motors,Cadillac,Cad,1106634.0
BR0917,DLR0239,Tat-M189,17029410,3,DT00434,23,11,2018,Isdera Motors,Claremore Auto Dealership,Tata,Tat,5676470.0
BR0918,DLR0219,Hyu-M159,9618034,1,DT00434,28,7,2018,Isdera Motors,MG  Motors,Hyundai,Hyu,9618034.0
BR0919,DLR0199,Ren-M129,3687822,2,DT00435,1,4,2018,Isdera Motors,TVR Motors,Renault,Ren,1843911.0
BR0921,DLR0093,Sub-M93,5584847,1,DT00436,3,4,2018,Iso Motors,Iso Motors,Subaru,Sub,5584847.0
BR0922,DLR0073,Acu-M63,14394714,2,DT00436,6,12,2018,Iso Motors,GMC Motors,Acura,Acu,7197357.0
BR0923,DLR0053,Cad-M33,1925980,2,DT00437,10,8,2018,Iso Motors,Eicher Polaris Motors,Cadillac,Cad,962990.0
BR0924,DLR0033,BMW-M3,2382867,1,DT00437,14,4,2018,Iso Motors,Chevrolet Motors,BMW,BMW,2382867.0
BR0925,DLR0013,BMW-M250,11181320,2,DT00438,17,12,2018,Iso Motors,Aston Martin Motors,BMW,BMW,5590660.0
BR0927,DLR0240,Tat-M190,4010877,1,DT00438,24,11,2018,Iso Motors,Clemens Automobile Company Building,Tata,Tat,4010877.0
BR0928,DLR0220,Hyu-M160,11531190,3,DT00439,29,7,2018,Iso Motors,Morris  Motors,Hyundai,Hyu,3843730.0
BR0929,DLR0200,Ren-M130,26759202,3,DT00440,2,4,2018,Iso Motors,UAZ Motors,Renault,Ren,8919734.0
BR0930,DLR0180,Toy-M100,3388438,1,DT00440,5,12,2018,Iso Motors,Simca do Brasil Motors,Toyota,Toy,3388438.0
BR0931,DLR0094,Sub-M94,12409908,2,DT00441,4,4,2018,Isotta Fraschini Motors,Isotta Fraschini Motors,Subaru,Sub,6204954.0
BR0933,DLR0054,Cad-M34,3868980,2,DT00441,11,8,2018,Isotta Fraschini Motors,Elva Motors,Cadillac,Cad,1934490.0
BR0934,DLR0034,BMW-M4,28658523,3,DT00442,15,4,2018,Isotta Fraschini Motors,Chevrolet India Motors,BMW,BMW,9552841.0
BR0935,DLR0014,MG-M251,16238960,2,DT00443,18,12,2018,Isotta Fraschini Motors,Audi Motors,MG,MG,8119480.0
